isbn,original_title,authors
60898526,Brave New World Revisited ,Aldous Huxley
345301110,Histoire d'O,"Pauline Réage, Sabine d'Estree"
60757639,Forest Mage,Robin Hobb
380726297,Sacred,Dennis Lehane
,Hidden ,Kendra Elliot
,Punk 57,Penelope Douglas
425138232,Eye of the Storm,Jack Higgins
,Nikola Tesla: Imagination and the Man That Invented the 20th Century,Sean Patrick
60880120,How to Be Popular,Meg Cabot
451530098,Pygmalion and My Fair Lady (50th Anniversary Edition) (Signet Classics (Paperback)),"George Bernard Shaw, Alan Jay Lerner"
345432401,Omertà,Mario Puzo
62103733,Unraveling,Elizabeth Norris
330311735,One,Richard Bach
763618985,The Tiger Rising,Kate DiCamillo
886774268,Magic's Price,Mercedes Lackey
,The Hedge Knight,George R.R. Martin
425173909,After the Funeral ,Agatha Christie
1582404976,Wanted,"Mark Millar, J.G. Jones, Brian K. Vaughan"
1421506297,デスノート #8 (Desu Nōto) Mato (的),"Tsugumi Ohba, Takeshi Obata"
785122133,,"Chris Claremont, John Byrne"
375714499,Manufacturing Consent: The Political Economy of the Mass Media,"Noam Chomsky, Edward S. Herman"
670557110,Pippi Långstrump i Söderhavet,"Astrid Lindgren, Gerry Bothmer"
192834401,,Horace Walpole
330314920,Outer Dark,Cormac McCarthy
,Endless Knight ,Kresley Cole
312890176,Shadow & Claw,Gene Wolfe
812995228,Parmi les dix milliers de choses,Julia Pierpont
743250451,The Great Shark Hunt: Strange Tales from a Strange Time,Hunter S. Thompson
395957761,The Complete Poems: Anne Sexton,"Anne Sexton, Maxine Kumin"
316098124,2312,Kim Stanley Robinson
689806981,Tears of a Tiger,Sharon M. Draper
61231428,Altar of Eden,James Rollins
1591169909,桜蘭高校ホスト部 2,Bisco Hatori
810949148,The Problem Child,"Michael Buckley, Peter Ferguson"
195170342,Washington's Crossing,David Hackett Fischer
679783482,Shalimar the Clown,Salman Rushdie
688172377,Desert Flower: The Extraordinary Journey of a Desert Nomad,"Waris Dirie, Cathleen Miller"
345467817,First Strike,Eric S. Nylund
,Broken Silence,Natasha Preston
1861977166,In Search of Excellence,"Tom Peters, Robert H. Waterman Jr."
316239992,First Love,"James Patterson, Emily Raymond"
1401204457,Batman Chronicles: Volume 1,"Bill Finger, Gardner F. Fox, Bob Kane, Jerry Robinson, Sheldon Moldoff"
307730697,,Eric Blehm
1434764338,Waterfall,Lisa Tawn Bergren
385682824,The Love Song of Miss Queenie Hennessy,Rachel Joyce
345435753,Morgawr ,Terry Brooks
340752459,September,Rosamunde Pilcher
1884214495,The Last Question (When the World Ends),"Isaac Asimov, Bob E. Flick, Jim Gallant"
140189424,Henderson the Rain King,"Saul Bellow, Luciano Bianciardi"
451209435,Fear of Flying,Erica Jong
316176044,Red Riding Hood,"Sarah Blakley-Cartwright, David Leslie Johnson, Catherine Hardwicke"
9381626715,Stay Hungry Stay Foolish,Rashmi Bansal
140568190,The Giraffe and the Pelly and Me,"Roald Dahl, Quentin Blake"
1250039819,Shotgun Lovesongs,Nickolas Butler
440240956,"The Death of Kings (Emperor, #2)",Conn Iggulden
375435484,French Women Don't Get Fat,Mireille Guiliano
061858532X,A Certain Slant of Light,Laura Whitcomb
1416936408,"The Uglies Trilogy (Uglies, #1-3)",Scott Westerfeld
62311115,The Bone Tree,Greg Iles
312939779,False Impression,Jeffrey Archer
1926760689,I Wrote This For You,"pleasefindthis, Iain S. Thomas, Jon Ellis"
1400049350,Barefoot in Paris,"Ina Garten, Quentin Bacon"
1591163595,,Masashi Kishimoto
60589353,...and that's when it fell off in my hand,Louise Rennison
,The Unwanted Wife,Natasha Anders
,Royally Screwed,Emma Chase
61626317,Splendor,Anna Godbersen
1582870950,The Professor,Charlotte Brontë
451234863,"Drink Deep (Chicagoland Vampires, #5)",Chloe Neill
,رجال في الشمس,غسان كنفاني
698400011,Den lille havfrue,"Hans Christian Andersen, Lisbeth Zwerger, Anthea Bell"
60525134,"Big Boned (Heather Wells, #3)",Meg Cabot
802131867,The Subterraneans,Jack Kerouac
745917437,The Tale of Three Trees: A Traditional Folktale,"Angela Elwell Hunt, Tim Jonke"
1593072953,Sin City: The Big Fat Kill,Frank Miller
7120842,The Moving Finger,Agatha Christie
042516098X,Hornet's Nest,Patricia Cornwell
785267239,The Sacred Romance Drawing Closer To The Heart Of God,"John Eldredge, Brent Curtis"
590590898,There's a Boy in the Girls' Bathroom,Louis Sachar
037321099X,Crash Into You,Katie McGarry
375504877,Colonel Roosevelt,Edmund Morris
081120958X,Selected Poems,"William Carlos Williams, Charles Tomlinson"
553100351,Star Wars: Vision of the Future,Timothy Zahn
4103534230,1Q84 Book 2 [Ichi-kyū-hachi-yon],Haruki Murakami
,How to Be Both,Ali Smith
60724560,Princess on the Brink,Meg Cabot
140435476,The Woodlanders,"Thomas Hardy, Patricia Ingham"
312591845,,Jane Green
385524927,While My Sister Sleeps,Barbara Delinsky
142000957,Killing Pablo: The Hunt for the World's Greatest Outlaw,Mark Bowden
1451672721,Gold,Chris Cleave
1554682746,Wondrous Strange,Lesley Livingston
60731427,How Soccer Explains the World: An Unlikely Theory of Globalization,Franklin Foer
141183047,Livro do Desassossego,"Fernando Pessoa, Richard Zenith"
1401232086,"Batman: Earth One, Volume 1","Geoff Johns, Gary Frank, Jon Sibal, Brad Anderson, Rob Leigh"
159448841X,,"Anne Lamott, Sam Lamott"
425204332,Undead and Unappreciated,MaryJanice Davidson
1455525898,Blue Labyrinth,"Douglas Preston, Lincoln Child"
670022209,Malcolm X: A Life of Reinvention,Manning Marable
60723513,Mutant Message Down Under,Marlo Morgan
440244501,Ashes of Midnight,Lara Adrian
081091610X,Once Upon a Crime,"Michael Buckley, Peter Ferguson"
891343377,Keys to Drawing,Bert Dodson
1401213162,"Fables, Volume 9: Sons of Empire","Bill Willingham, Mark Buckingham, Steve Leialoha, Andrew Pepoy, Gene Ha, Joshua Middleton, Iñaki Miranda, Mike Allred"
451461991,Embrace the Night,Karen Chance
586026193,The Ipcress File,Len Deighton
679450815,The Boston Cooking-School Cook Book 1896,"Marion Cunningham, Fannie Merritt Farmer, Archibald Candy Corporation"
,واحة الغروب,بهاء طاهر
1450572375,,Keary Taylor
156478214X,The Third Policeman,Flann O'Brien
375424490,Tea Time for the Traditionally Built,Alexander McCall Smith
60827629,"Starlight (Warriors: The New Prophecy, #4)",Erin Hunter
,Feral Sins,Suzanne Wright
867199032,Tintin au pays des Soviets,"Hergé, Leslie Lonsdale-Cooper, Michael Turner"
1439102414,Flash and Bones,Kathy Reichs
1594206627,Eileen,Ottessa Moshfegh
142333745X,Creation in Death ,J.D. Robb
670062405,Llama Llama Mad at Mama,Anna Dewdney
345547497,Cop Town,Karin Slaughter
810949792,Graffiti World: Street Art from Five Continents,"Nicholas Ganz, Tristan Manco"
399216197,Lon Po Po,Ed Young
316065765,The Blood of Flowers,Anita Amirrezvani
140367357,Five Children and It ,E. Nesbit
,2 ضباط,Essam Youssef
671000314,"Flood Tide (Dirk Pitt, #14)",Clive Cussler
62380877,This Savage Song,Victoria Schwab
62003941,Bloodlust,"L.J. Smith, Kevin Williamson, Julie Plec"
425226735,,Nalini Singh
1481404547,The Unexpected Everything,Morgan Matson
727853414,Exit to Eden,"Anne Rampling, Anne Rice"
1423121716,Percy Jackson: The Ultimate Guide,"Mary-Jane Knight, Rick Riordan"
802120202,Alif the Unseen,G. Willow Wilson
345465296,The Complete Guide to Middle-Earth,"Robert Foster, J.R.R. Tolkien"
1451655789,Hothouse Flower,Lucinda Riley
1533134138,The Bird and the Sword,Amy Harmon
1857231082,The Black Unicorn ,Terry Brooks
743487672,The Awakening and Selected Short Stories,"Kate Chopin, Cynthia Brantley Johnson, Alyssa  Harad"
316113786,Say You're One of Them,Uwem Akpan
547229895,The Crossing Places,Elly Griffiths
152024174,Peak,Roland Smith
99448874,Steget efter,"Henning Mankell, Ebba Segerberg"
553264907,The Devil's Alternative,Frederick Forsyth
1476799202,,Alice Hoffman
670038318,Sovereign ,C.J. Sansom
749932945,Envy,Sandra Brown
1401212409,Batman: Batman and Son,"Grant Morrison, Andy Kubert, John Van Fleet, Jesse Delperdang"
684800012,On Food and Cooking: The Science and Lore of the Kitchen,Harold McGee
810993589,Magic and Other Misdemeanors,"Michael Buckley, Peter Ferguson"
345519477,In Bed with a Highlander,Maya Banks
679736638,The Confessions of Nat Turner,William Styron
1580628362,Please Stop Laughing at Me... One Woman's Inspirational Story,Jodee Blanco
345477480,,Drew Karpyshyn
184756190X,A Girl Like You,Gemma Burgess
,,Whitney G.
765309416,The Android's Dream,John Scalzi
743217187,Cuentos de Eva Luna,Isabel Allende
767901576,Awakening the Buddha Within : Tibetan Wisdom for the Western World,Lama Surya Das
,Long Time Coming,Edie Claire
316014532,Story of a Girl,Sara Zarr
,High Heat,Lee Child
62338307,,Kim van Alkemade
399158812,Delusion in Death,J.D. Robb
743435745,Field of Dishonor,David Weber
1936365537,How Music Works,David Byrne
1250019699,Save the Date,Mary Kay Andrews
965913228,Oracle Night,Paul Auster
575073608,Time and Again,Jack Finney
,One Lavender Ribbon ,Heather Burch
882706306,Run Baby Run,"Nicky Cruz, Jamie Buckingham"
452264014,Fences (The Century Cycle #6),August Wilson
340863684,Tortured for Christ,Richard Wurmbrand
1250076927,The Two-Family House,Lynda Cohen Loigman
6280943,Miracles: A Preliminary Study,C.S. Lewis
1598878735,"The Talent Code: Unlocking the Secret of Skill in Sports, Art, Music, Math, and Just About Everything Else","Daniel Coyle, John Farrell"
670016381,Dear Daughter,Elizabeth Little
,The Mermaid's Sister,Carrie Anne Noble
140284125,The Inimitable Jeeves ,P.G. Wodehouse
786901896,Dragons of Summer Flame,"Margaret Weis, Tracy Hickman"
446402400,The Secret Speech,Tom Rob Smith
307272583,Star Island,Carl Hiaasen
345495160,Un Lun Dun,China Miéville
1421506262,"デスノート #5 (Desu Nōto) Hakushi (白紙,) ","Tsugumi Ohba, Takeshi Obata"
1401324436,Heat Rises,Richard Castle
805080759,Homicide: A Year on the Killing Streets,David Simon
425183238,Mrs. Mike,"Benedict Freedman, Nancy Freedman"
1476791619,A Work in Progress,Connor Franta
62285505,The Enchanted,Rene Denfeld
718155181,The Left Hand of God ,Paul  Hoffman
006221635X,How to Love,Katie Cotugno
375758232,Paris to the Moon,Adam Gopnik
385613504,You Against Me,Jenny Downham
439717000,A Dog's Life: Autobiography of a Stray,Ann M. Martin
439441722,The Will of the Empress,Tamora Pierce
345530411,"The Secret Race: Inside the Hidden World of the Tour de France: Doping, Cover-ups, and Winning at All Costs","Tyler Hamilton, Daniel Coyle"
142002038,Dr. No,Ian Fleming
62291408,El juego de Ripper,"Isabel Allende, Oliver Brock, Frank Wynne"
9649051759,ماهی سیاه کوچولو,Samad Behrangi
141181362,Fifth Business,Robertson Davies
618829253,"Hello, Cupcake!: Irresistibly Playful Creations Anyone Can Make","Alan    Richardson, Karen Tack"
1439133913,,Larry Correia
752865366,Nights of Rain and Stars,Maeve Binchy
61944394,Big Nate on a Roll,Lincoln Peirce
1467964409,Wife by wednesday,Catherine Bybee
804467250,"The  Bedside, Bathtub and Armchair Companion to Agatha Christie","Dick Riley, Pam McAllister, Bruce Cassiday"
,,L.A. Casey
1451650051,"Shadow's Claim (The Dacians, #1)",Kresley Cole
034553283X,Glitter and Glue,Kelly Corrigan
805077642,A Night to Remember,"Walter Lord, Nathaniel Philbrick"
393062627,The Lonely Polygamist,Brady Udall
446677167,Stormy Weather,Carl Hiaasen
739318926,That Old Cape Magic,"Richard Russo, Arthur Morey"
425227944,The Darkest Hour,Maya Banks
038553504X,The Devil All the Time,Donald Ray Pollock
,A Long Way Home,Saroo Brierley
60827645,Twilight,Erin Hunter
1400033888,İstanbul: Hatıralar ve Şehir,Orhan Pamuk
452286107,The Second Assistant: A Tale from the Bottom of the Hollywood Ladder,"Clare Naylor, Mimi Hare"
140436146,The Life and Adventures of Martin Chuzzlewit,"Charles Dickens, Patricia Ingham, Hablot Knight Browne"
043985802X,"Darkness, Be My Friend",John Marsden
,UR,Stephen King
449206521,Tales of the South Pacific,James A. Michener
330487140,A Bend in the River,V.S. Naipaul
553447432,Evicted: Poverty and Profit in the American City,Matthew Desmond
,The Assassin and the Empire,Sarah J. Maas
,Misbehaving,Abbi Glines
1447256239,The Invisible Library,Genevieve Cogman
449911608,Saint Maybe,Anne Tyler
375714677,,"Marjane Satrapi, Anjali Singh"
618665455,Deep and Dark and Dangerous: A Ghost Story,Mary Downing Hahn
1416554955,"Harry, A History: The True Story of a Boy Wizard, His Fans, and Life Inside the Harry Potter Phenomenon","Melissa Anelli, J.K. Rowling"
545054745,Marcelo in the Real World,Francisco X. Stork
451190556,"The Green Mile, Part 4: The Bad Death of Eduard Delacroix",Stephen King
,Daun Yang Jatuh Tak Pernah Membenci Angin,Tere Liye
439925509,Alcatraz Versus the Evil Librarians,Brandon Sanderson
145210655X,Darth Vader and Son,Jeffrey Brown
068482471X,Darwin's Dangerous Idea: Evolution and the Meanings of Life,Daniel C. Dennett
8370541291,Pani Jeziora,Andrzej Sapkowski
042518546X,Open Season,C.J. Box
1599908735,Palace of Stone,Shannon Hale
812997530,Hausfrau,Jill Alexander Essbaum
751534552,Legally Blonde,Amanda Brown
,Truthwitch,Susan Dennard
006054094X,1421: The Year China Discovered America,Gavin Menzies
374386153,A Wrinkle in Time: The Graphic Novel,"Hope Larson, Madeleine L'Engle"
679767959,Heartburn,Nora Ephron
316211338,Tigers in Red Weather,Liza Klaussmann
451210743,Hornet Flight,Ken Follett
99464691,Den vita lejoninnan,"Henning Mankell, Laurie Thompson"
553290983,"Elven Star (The Death Gate Cycle, #2)","Margaret Weis, Tracy Hickman"
802170374,Flight: A Novel,Sherman Alexie
631231277,Philosophische Untersuchungen,"Ludwig Wittgenstein, G.E.M. Anscombe"
,Endure,Carrie Jones
, Kaleidoscope Hearts,Claire Contreras
312187149,Enemy of God,Bernard Cornwell
,,Harper Sloan
,Mud Vein,Tarryn Fisher
609804618,Our Dumb Century: The Onion Presents 100 Years of Headlines from America's Finest News Source,"Scott Dikkers, Maria Schneider, John Krewson, Robert Siegel, David Javerbaum, Todd Hanson, Carol Kolb, Mike Loew, Tim Harrod"
60521600,Ice Hunt,James Rollins
425212017,Strange Candy,Laurell K. Hamilton
312997124,First Among Equals,Jeffrey Archer
553374117,Black Holes and Baby Universes and Other Essays,Stephen Hawking
6473296,"The Chronicles of Thomas Covenant, the Unbeliever",Stephen R. Donaldson
425243915,Archangel's Blade,Nalini Singh
671739166,The Story of Philosophy,Will Durant
679724532,The Gnostic Gospels,Elaine Pagels
385338902,How to Talk to a Widower,Jonathan Tropper
345324390,The Gods of Mars,Edgar Rice Burroughs
1442364459,The Survivor,"Vince Flynn, Kyle Mills, Armand Schultz"
575100133,,Nalini Singh
802122515,An Untamed State,Roxane Gay
374116342,Breath,Tim Winton
890420254,Diagnostic and Statistical Manual of Mental Disorders DSM-IV-TR (Text Revision),American Psychiatric Association
6514944,A Monstrous Regiment of Women,Laurie R. King
312850530,Alvin Journeyman (Tales of Alvin Maker #4),Orson Scott Card
1423183096,Rose Under Fire,Elizabeth Wein
1413903177,よつばと! 1,"Kiyohiko Azuma, あずま きよひこ"
803283857,Black Elk Speaks,"Black Elk, John G. Neihardt"
385529376,"The Accidental Billionaires: The Founding of Facebook: A Tale of Sex, Money, Genius and Betrayal",Ben Mezrich
034083384X,The Sleeping Doll,Jeffery Deaver
084394952X,Dark Legend,Christine Feehan
1401200605,Batman Hush #1,"Jeph Loeb, Jim Lee, Scott Williams"
778313654,One Breath Away,Heather Gudenkauf
743292511,The Devil's Punchbowl,Greg Iles
142500593,Empress of the World,Sara Ryan
345507460,Welcome to the Jungle,Jim Butcher
553803190,Blackout,Connie Willis
,,Bella Forrest
307393879,The Red Garden,Alice Hoffman
1405204664,Le Roi Babar,Jean de Brunhoff
006174266X,Ungifted,Gordon Korman
1400031605,Noises Off,Michael Frayn
440225450,The Final Detail,Harlan Coben
380817934,Olympos,Dan Simmons
802715524,A History of the World in 6 Glasses,Tom Standage
451470893,,Karen   White
446697435,The Widow of the South,Robert Hicks
,,Jennifer L. Armentrout
1414358466,Courageous,"Randy Alcorn, Alex Kendrick, Stephen Kendrick"
763644102,The Magician's Elephant,"Kate DiCamillo, Yoko Tanaka"
345477243,Back When We Were Grownups,Anne Tyler
097496090X,The Dead,James Joyce
,قمر على سمرقند,"محمد المنسي قنديل, Mohamed Mansi Qandil"
,,Aleatha Romig
1606840584,The Lost Saint,Bree Despain
553807145,Relentless,Dean Koontz
038070613X,Taliesin. Book I of the Pendragon Cycle,Stephen R. Lawhead
446695645,,Carl Hiaasen
,المرحوم,حسن كمال
812532597,The Memory of Earth,Orson Scott Card
006170654X,Wench,Dolen Perkins-Valdez
451412702,Curse the Dawn,Karen Chance
805423516,Praying God's Word: Breaking Free From Spiritual Strongholds,Beth Moore
679772669,In the Skin of a Lion,Michael Ondaatje
,Where There's Smoke,Jodi Picoult
5559608475,Jack: Straight from the Gut,"Jack Welch, John A. Byrne, Mike Barnicle"
60256575,The Missing Piece Meets the Big O,Shel Silverstein
60997028,Život je jinde,"Milan Kundera, Aaron Asher"
345468694,Blessings,Anna Quindlen
373776985,Wicked Nights,Gena Showalter
,Six's Legacy,Pittacus Lore
886774012,Magic's Promise,Mercedes Lackey
1250010136,,Lisa Scottoline
545415071,Underworld,Meg Cabot
1416575642,Food Matters: A Guide to Conscious Eating with More Than 75 Recipes,Mark Bittman
340752475,Coming Home,Rosamunde Pilcher
842332359,Glorious Appearing: The End of Days,"Tim LaHaye, Jerry B. Jenkins"
,ليتها تقرأ,خالد الباتلي
399159312,Silken Prey,John Sandford
399157700,,John Sandford
679759328,Hotel du Lac,Anita Brookner
452276721,The Ghost Road,Pat Barker
553211587,The Tragedy of Puddn'head Wilson,Mark Twain
1888009039,τὰ μετὰ τὰ φυσικά,"Aristotle, Joe Sachs"
1250021529,If You Find Me,Emily Murdoch
044669570X,Native Tongue,Carl Hiaasen
312147015,The Persian Pickle Club,Sandra Dallas
373210043,My Soul to Save,Rachel Vincent
141319623,The Worst Witch,Jill Murphy
689717385,The Relatives Came,"Cynthia Rylant, Stephen Gammell"
340682388,What I Loved,Siri Hustvedt
,Maryamah Karpov: Mimpi-mimpi Lintang,Andrea Hirata
1416983309,Tilt,Ellen Hopkins
345491149,Dragonheart (Dragonriders of Pern),Todd J. McCaffrey
149033274X,,J.C. Reed
142401447,The Pearls of Lutra,Brian Jacques
670020478,The Element: A New View of Human Capacity,"Ken Robinson, Lou Aronica"
670025771,The Secret Chord,Geraldine Brooks
1484721349,,Rick Riordan
1482658143,A Different Blue,Amy Harmon
1416544186,Downtown Owl,Chuck Klosterman
345459210,The Flood,William C. Dietz
345397673,Antrax,Terry Brooks
375755195,Sailing Alone Around the Room: New and Selected Poems,Billy Collins
62048546,Once,Anna Carey
,Into the Deep,Samantha Young
671876465,Mirror Dance,Lois McMaster Bujold
312363044,Agnes and the Hitman,"Jennifer Crusie, Bob Mayer"
1596914521,Logicomix: An Epic Search for Truth,"Apostolos Doxiadis, Christos H. Papadimitriou, Alecos Papadatos, Annie Di Donna"
2246760011,HHhH,Laurent Binet
62305190,The Residence: Inside the Private World of the White House,Kate Andersen Brower
,Stone Cold Touch,Jennifer L. Armentrout
345540875,The Life List,Lori Nelson Spielman
61797081,The Rising,Kelley Armstrong
679417370,Buddenbrooks: Verfall einer Familie,"Thomas Mann, John E. Woods, T.J. Reed"
1406507881,Дядя Ваня,Anton Chekhov
031609739X,The Christmas Wedding,"James Patterson, Richard DiLallo"
441010288,The Lost Years of Merlin,T.A. Barron
778325644,Storm Glass,Maria V. Snyder
014118616X,"The Sea, the Sea","Iris Murdoch, Mary Kinzie"
1475145578,,Jamie McGuire
689857977,"Among the Enemy (Shadow Children, #6)",Margaret Peterson Haddix
,Incendiary,Amy A. Bartol
,Battlefield Earth: A Saga of the Year 3000,L. Ron Hubbard
670032085,Financial Peace Revisited,Dave Ramsey
671888587,I'll Be Seeing You,Mary Higgins Clark
307461181,,Carol Burnett
140280464,My Year of Meats,Ruth Ozeki
446696161,Fledgling,Octavia E. Butler
,At Peace,Kristen Ashley
385337388,The House of God,"Samuel Shem, John Updike"
,Nefes Nefese,"Ayşe Kulin, John W. Baker"
439874025,Echo,Pam Muñoz Ryan
039953346X,Wreck This Journal,Keri Smith
60007761,"Архипелаг ГУЛАГ, 1918-1956","Aleksandr Solzhenitsyn, Edward E. Ericson Jr."
874778883,Sieben Jahre in Tibet,Heinrich Harrer
307270742,Commencement,J. Courtney Sullivan
439395623,The Bar Code Tattoo (Point Thriller),Suzanne Weyn
1451649916,MacRieve,Kresley Cole
446546313,Oogy: The Dog Only a Family Could Love,Larry Levin
037572737X,American Tabloid,James Ellroy
1442408626,"The Fallen and Leviathan (The Fallen, #1-2)",Thomas E. Sniegoski
345419391,The Renegades of Pern,Anne McCaffrey
156005204,Memorial do Convento,"José Saramago, Giovanni Pontiero"
688044026,The Cake Bible,"Rose Levy Beranbaum, Maria Guarnaschelli, Vincent Lee, Manuela Paul, Dean G. Bornstein"
1484709012,Serafina and the Black Cloak,Robert  Beatty
1857239407,Star Wars: From the Adventures of Luke Skywalker,"Alan Dean Foster, George Lucas"
345498208,Summer House,Nancy Thayer
1592400825,Almost French: Love and a New Life in Paris,Sarah Turnbull
,Stupeur et tremblements,Amélie Nothomb
345476867,Pandora / Vittorio the Vampire (New Tales of the Vampires),Anne Rice
61728934,Summer and the City,Candace Bushnell
1410400964,The Stone Monkey,Jeffery Deaver
042520426X,Origin in Death,J.D. Robb
689849230,The First Part Last,Angela Johnson
307459659,The Invisible Gorilla,"Christopher Chabris, Daniel Simons"
055358359X,Prior Bad Acts,Tami Hoag
61131644,Firestar's Quest,Erin Hunter
385521723,A Fraction of the Whole,Steve Toltz
763655996,This is Not My Hat,Jon Klassen
761147489,I Will Teach You To Be Rich,Ramit Sethi
446580856,Radiant Angel,Nelson DeMille
,The Queen's Poisoner,Jeff Wheeler
84386874,Rejoice,"Karen Kingsbury, Gary Smalley"
385530803,Physics of the Future: How Science Will Shape Human Destiny and Our Daily Lives by the Year 2100 ,Michio Kaku
1423168232,The Naturals,Jennifer Lynn Barnes
1405208198,,"Hergé, Leslie Lonsdale-Cooper, Michael Turner"
99459051,Brandvägg,"Henning Mankell, Ebba Segerberg"
081099478X,Tales From the Hood,"Michael Buckley, Peter Ferguson"
316611689,Mutiny on the Bounty,"Charles Bernard Nordhoff, James Norman Hall"
1931514941,ラブひな #1,Ken Akamatsu
075730334X,What the Bleep Do We Know!?: Discovering the Endless Possibilities for Altering Your Everyday Reality,"William Arntz, Betsy Chasse, Mark Vicente"
1612187005,The Wretched of Muirwood,Jeff Wheeler
380753022,Gentle Rogue,Johanna Lindsey
62429973,The Shepherd's Crown,Terry Pratchett
192805622,Mary Barton,"Elizabeth Gaskell, Shirley Foster"
486424529,Nostromo: a Tale of the Seaboard,Joseph Conrad
758278438,The Plum Tree,Ellen Marie Wiseman
1421506289,デスノート #7 (Desu Nōto) Zero (零),"Tsugumi Ohba, Takeshi Obata"
980003431,The Crown Conspiracy,Michael J. Sullivan
1250029880,Styxx,Sherrilyn Kenyon
019280474X,Eugénie Grandet,"Honoré de Balzac, Sylvia Raphael, Christopher Prendergast"
039458404X,Essentials of Classic Italian Cooking,"Marcella Hazan, Karin Kretschmann"
312340710,Grafarþögn,"Arnaldur Indriðason, Bernard Scudder"
803737203,The Catastrophic History of You and Me,Jess Rothenberg
805090053,"Girl, Stolen",April Henry
1590388003,"Leven Thumps and the Eyes of the Want (Leven Thumps, #3)",Obert Skye
,Killing Reagan,"Bill O'Reilly, Martin Dugard"
1935618040,The girl who was on fire,"Leah Wilson, Jennifer Lynn Barnes, Mary Borsellino, Sarah Rees Brennan, Terri  Clark, Bree Despain, Adrienne Kress, Sarah Darer Littman, Cara Lockwood, Elizabeth M. Rees, Carrie Ryan, Ned Vizzini, Lili Wilkinson, Blythe Woolston"
006444001X,A Bargain for Frances,"Russell Hoban, Lillian Hoban"
399158820,Calculated in Death,J.D. Robb
1555977073,The Argonauts,Maggie Nelson
316005274,Gonzo: The Life of Hunter S. Thompson,"Jann S. Wenner, Corey Seymour"
374106681,The Last Painting of Sara de Vos,Dominic Smith
,The Sister,Louise Jensen
758266944,Kiss of Frost,Jennifer Estep
439050235,Duck On A Bike,David Shannon
1401341705,The Collaborator,Margaret Leroy
,The Shadow Throne,Jennifer A. Nielsen
140097317,City of Glass,Paul Auster
850515025,Memórias Póstumas de Brás Cubas,Machado de Assis
61160881,This Body of Death,Elizabeth  George
553262149,Emily Climbs,L.M. Montgomery
446500046,Kushiel's Mercy,Jacqueline Carey
006000942X,,Thomas C. Foster
765332000,Shadows in Flight,Orson Scott Card
62289241,Burn For Me,Ilona Andrews
743281640,Chasing Darkness,Robert Crais
810987880,"ttyl (Internet Girls, #1)",Lauren Myracle
312291450,If Chins Could Kill: Confessions of a B Movie Actor,Bruce Campbell
1421515636,ヴァンパイア騎士 4,"Matsuri Hino, Tomo Kimura"
3499237709,Train Dreams,"Denis Johnson, Bettina Abarbanell"
62219685,Die Kunst des klaren Denkens,Rolf Dobelli
152002650,Mouse Paint,Ellen Stoll Walsh
,,L.D. Davis
3822859710,Edvard Munch,Ulrich Bischoff
631227083,"Art in Theory, 1900-2000: An Anthology of Changing Ideas","Charles Harrison, Paul Wood"
811879542,Un livre,"Hervé Tullet, Christopher Franceschelli"
340894334,The Killing (Cherub #4),Robert Muchamore
752849190,Darkest Fear,Harlan Coben
192723715,The Lady of Shalott,"Alfred Tennyson, Charles Keeping"
689875460,"Revenge of the Wannabes (The Clique, #3)",Lisi Harrison
019283617X,Zur Genealogie der Moral,"Friedrich Nietzsche, Douglas Smith"
1563890526,"John Constantine, Hellblazer: Volume 1: Original Sins","Jamie Delano, John Ridgway, Alfredo Alcalá"
1401341764,,"Jane Lynch, Lisa Dickey"
,Dawn of Wonder,Jonathan Renshaw
749955910,Celebrity in Death,J.D. Robb
,,سلطان موسى الموسى
1585678449,Die 13½ Leben des Käpt'n Blaubär ,"Walter Moers, John Brownjohn"
140132937,The Wives of Henry VIII,Antonia Fraser
61998168,Every Thing On It,Shel Silverstein
394839730,The Snowman,Raymond Briggs
62333046,,Jay Crownover
,Just One Drop,Quinn Loftis
345379187,Billions and Billions: Thoughts on Life and Death at the Brink of the Millennium,"Carl Sagan, Ann Druyan"
399155988,Rough Country,John Sandford
449911934,Rabbit Redux,John Updike
60562250,Lemony Snicket: The Unauthorized Autobiography,Lemony Snicket
330344951,Ross Poldark,Winston Graham
1250067847,Orphan X,Gregg Hurwitz
,The Look of Love,Bella Andre
1587672286,Blockade Billy,Stephen King
752858637,The Matlock Paper,Robert Ludlum
1565125525,Breakfast with Buddha,Roland Merullo
140449213,De vita Caesarum ,"Suetonius, Michael Grant, Robert Graves"
1627761314,حوجن,"Ibraheem Abbas, إبراهيم عباس, Yasser Bahjatt"
140294295,Sharpe's Rifles,Bernard Cornwell
345479335,"Vector Prime (Star Wars: The New Jedi Order, #1)",R.A. Salvatore
60519568,"Touching Darkness (Midnighters, #2)",Scott Westerfeld
1416593381,Revenge of the Spellmans,Lisa Lutz
1594205345,,Charlie LeDuff
61043494,Gaudy Night,Dorothy L. Sayers
174348495X,Kings Rising,C.S. Pacat
,Rival,"Penelope Douglas, Abby Craden, Nelson Hobbs"
60082097,Mortal Engines,Philip Reeve
1846058317,Private London,"James Patterson, Mark Pearson"
451463072,Blood Cross,Faith Hunter
,Spying in High Heels,Gemma Halliday
394758250,The Lady in the Lake,Raymond Chandler
439673631,I Love You Through And Through,"Bernadette Rossetti-Shustak, Caroline Jayne Church"
525954562,,Lisa Gardner
